video_name,video_id,like_count,view_count,comment_count
Alan Eustace: I leapt from the stratosphere. Here's how I did it,c-rWtqConY8,5042,315640,620
Barry Schwartz: The way we think about work is broken,3B_1itqCKHo,8199,551737,504
BJ Miller: What really matters at the end of life,apbSsILLh28,216091,12953731,7194
Billie Jean King: This tennis icon paved the way for women in sports,y2yka9lyvMA,738,61957,295
David Rothkopf: How fear drives American politics,NA7krbsdXFA,2495,168487,246
Mia Birdsong: The story we tell about poverty isn't true,E0oPnS7rUwE,3866,227854,293
Michael Kimmel: Why gender equality is good for everyone — men included,7n9IOH0NvyY,19064,1062305,2334
Mandy Len Catron: Falling in love is the easy part,3aYWvujaT6M,7435,750038,231
Scott Dinsmore: How to find work you love,bvAEJ8G9l9U,12271,1051567,319
Sakena Yacoobi: How I stopped the Taliban from shutting down my school,fCKNScHMBGE,4559,133879,383
Frances Larson: Why public beheadings get millions of views,jzfV2xVsUKc,732,88753,285
Mary Robinson: Why climate change is a threat to human rights,7JVTirBEfho,2510,177713,414
Robin Morgan: 4 powerful poems about Parkinson's and growing older,j97WsAz3CDY,402,35466,30
Samuel Cohen: Alzheimer's is not normal aging — and we can cure it,tkIg-SxPzTA,16101,1129905,2547
"Taiye Selasi: Don't ask where I'm from, ask where I'm a local",LYCKzpXEW6E,7959,465195,470
Mac Stone: Stunning photos of the endangered Everglades,ApGeDdIaxo8,1655,88605,99
Martin Pistorius: How my mind came back to life — and no one knew,OPzfxvJ9cq8,8704,354391,429
Emilie Wapnick: Why some of us don't have one true calling,4sZdcB6bjI8,55842,1770040,2099
Alice Bows-Larkin: Climate change is happening. Here's how we adapt,fw01_q0cxM8,1466,124774,479
"Siddhartha Mukherjee: Soon we'll cure diseases with a cell, not a pill",qG_YmIPFO68,6011,308507,354
Neri Oxman: Design at the intersection of technology and biology,CVa_IZVzUoc,18784,874693,851
Sandrine Thuret: You can grow new brain cells. Here's how,B_tjKYvEziI,166765,8166789,6442
Teitur: Home is a song I've always remembered,IwPOPL-ieD0,1110,75313,39
Michael Green: How we can make the world a better place by 2030,o08ykAqLOxk,22379,1592004,1495
Vijay Kumar: The future of flying robots,ge3--1hOm1s,12044,756436,362
Alyson McGregor: Why medicine often has dangerous side effects for women,sJCBM9ajA5s,4781,243319,525
Anders Fjellberg: Two nameless bodies washed up on the beach. Here are their stories,P2y3Uspr8Bg,3228,176197,351
Meklit Hadero: The unexpected beauty of everyday sounds,NAkkckxE9i8,4122,218700,222
Will Potter: The secret US prisons you've never heard of before,xuAAPsiD768,55115,3202826,5634
Jennifer Doudna: How CRISPR lets us edit our DNA,TdBAHexVYzc,34082,1855148,2834
Tea Uglow: An Internet without screens might look like this,DM1_DV_Fhc4,1964,160642,173
"Francesco Sauro: Deep under the Earth's surface, discovering beauty and science",TYFH0D-jyqc,1900,133121,84
Hilary Cottam: Social services are broken. How we can fix them,Mr8nvXvl-y8,1862,140668,146
Cesar Harada: How I teach kids to love science,jAemh_JxgOk,2910,159704,89
Christine Sun Kim: The enchanting music of sign language,2Euof4PnjDk,24440,701589,578
Mathias Jud: Art that lets you talk back to NSA spies,Xv2gHiX9Bqw,1195,74504,95
Daniel Levitin: How to stay calm when you know you'll be stressed,8jPQjjsBbIc,239120,18125687,3664
Nancy Lublin: How data from a crisis text line is saving lives,SItBgBy_oZk,117,14808,3
Melissa Fleming: A boat carrying 500 refugees sunk at sea. The story of two survivors,QHU2tbNw114,27,2182,12
Patrícia Medici: The coolest animal you know nothing about ... and how we can save it,RbNqU2K0qzo,1742,111166,139
Harald Haas: Forget Wi-Fi. Meet the new Li-Fi Internet,iHWIZsIBj3Q,26420,1358787,1379
Kaki King: A musical escape into a world of light and color,_7LX4FW7TEI,2926,162746,222
Jenni Chang and Lisa Dazols: This is what LGBT life is like around the world,ivfJJh9y1UI,45140,1109229,3655
Andreas Ekström: The moral bias behind your search results,_vBggxCNNno,2978,149181,145
Chelsea Shields: How I'm working for change inside my church,kyaiTGmwxnU,1235,79308,687
Jean-Paul Mari: The chilling aftershock of a brush with death,87ro2-kT7kQ,531,43776,104
Josh Luber: Why sneakers are a great investment,q49LtMyXK7Q,10309,499588,625
Nonny de la Peña: The future of news? Virtual reality,zsLz0mRmEG0,841,84342,97
Anote Tong: My country will be underwater soon -- unless we work together,9KACXV-cW-4,972,56643,220
Carl Safina: What are animals thinking and feeling?,y9KeyKVuLHU,7372,268151,644
Genevieve von Petzinger: Why are these 32 symbols found in ancient caves all over Europe?,hJnEQCMA5Sg,81522,7880834,10015
Ann Morgan: My year reading a book from every country in the world,Hh09xlzxRmE,4684,196550,217
Regina Hartley: Why the best hire might not have the perfect resume,jiDQDLnEXdA,12709,853800,382
"Marina Abramović: An art made of trust, vulnerability and connection",M4so_Z9a_u0,58999,2447907,7288
Kristen Marhaver: How we're growing baby corals to rebuild reefs,vPn94XAUBoo,2345,135768,127
Jessica Shortall: The US needs paid family leave -- for the sake of its future,SJyE40koQyA,1220,101261,266
Chieko Asakawa: How new technology helps blind people explore the world,f-mQIWnO3Ag,1529,88974,81
Guillaume Néry: The exhilarating peace of freediving,Rai3pwH3XrU,6381,277555,249
Jedidah Isler: The untapped genius that could change science for the better,3NdSVi38RM8,1041,67399,325
Danit Peleg: Forget shopping. Soon you'll download your new clothes,w1oKe8OaPbk,2863,240616,188
Raymond Wang: How germs travel on planes -- and how we can stop them,gjq2BoAF0JA,2530,491391,163
Nicole Paris and Ed Cage: A beatboxing lesson from a father-daughter duo,Gz8RlHf3Czs,62133,3549342,1309
Paul Greenberg: The four fish we're overeating -- and what to eat instead,_jaWs87t5UM,3445,168611,333
Lucianne Walkowicz: Let's not use Mars as a backup planet,rrHxeE68gTY,65,7123,14
Alison Killing: What happens when a city runs out of room for its dead,wIkvIKeRNoY,978,97677,163
Jane Fonda and Lily Tomlin: A hilarious celebration of lifelong female friendship,HSercnrqeN4,28564,2088849,1371
António Guterres: Refugees have the right to be protected,potB0voQzNg,1224,59481,574
Rodrigo Bijou: Governments don't understand cyber warfare. We need hackers,_nSHsb5xKPo,2388,162920,130
"Jason deCaires Taylor: An underwater art museum, teeming with life",RWiI7AkDX-o,4126,259114,158
Robert Waldinger: What makes a good life? Lessons from the longest study on happiness,8KkKuTCFvzI,522329,27292486,11794
Harry Cliff: Have we reached the end of physics?,gWPFJgLAzu4,11185,665878,1101
Sebastian Wernicke: How to use data to make a hit TV show,vQILP19qABk,2205,134742,81
Aomawa Shields: How we'll find life on other planets,yBdyFKqwKy0,2737,114109,381
David Sedlak: 4 ways we can avoid a catastrophic drought,sLFqwXqe4Yk,1147,92295,121
James Veitch: This is what happens when you reply to spam email,4o5hSxvN_-s,16354,1089055,313
Tim Harford: How frustration can make us more creative,N7wF2AdVy2Q,6786,331717,143
"Melvin Russell: I love being a police officer, but we need reform",IfjI0tVUpbc,3652,154373,374
Wael Ghonim: Let's design social media that drives real change,HiwJ0hNl1Fw,8349,450046,643
Ole Scheeren: Why great architecture should tell a story,iQsnObyii4Q,19735,872711,391
Jill Heinerth: The mysterious world of underwater caves,O3a9AYu5SUQ,7010,478251,330
Jill Farrant: How we can make crops survive without water,2NWpMqD8Qyk,4561,222686,606
Oscar Schwartz: Can a computer write poetry?,UpkAqPEcMyE,1831,90544,278
Achenyo Idachaba: How I turned a deadly plant into a thriving business,iqEHuB-T2qQ,2252,79283,110
Elizabeth Lev: The unheard story of the Sistine Chapel,lQflBowgVB4,4507,294937,252
Yanis Varoufakis: Capitalism will eat democracy -- unless we speak up,GB4s5b9NL3I,33941,1279128,4915
David Gruber: Glow-in-the-dark sharks and other stunning sea creatures,96HHmILhyrE,9843,495597,438
Tania Simoncelli: Should you be able to patent a human gene?,r_xV-M0KPo0,2143,77054,174
Auke Ijspeert: A robot that runs and swims like a salamander,K926HAKRFvw,10538,815193,476
Melati and Isabel Wijsen: Our campaign to ban plastic bags in Bali,P8GCjrDWWUM,5559,395953,450
Linda Liukas: A delightful way to teach kids about computers,vcxwcWuq7KQ,4851,255240,232
Andrés Ruzo: The boiling river of the Amazon,k4N2SxUZwiU,11636,489766,557
Judson Brewer: A simple way to break a bad habit,-moW9jvvMr4,272275,13616247,4871
Pardis Sabeti: How we'll fight the next deadly virus,G8RxjxdUulE,1321,87651,79
Matthew Williams: Special Olympics let me be myself -- a champion,zqLYcJ6Ib3c,1447,81403,160
Dambisa Moyo: Economic growth has stalled. Let's fix it,V1ItvwxBENg,969,90282,453
Sean Follmer: Shape-shifting tech will change work as we know it,8sheoGMsy3Q,5241,239687,371
Gregory Heyworth: How I'm discovering the secrets of ancient texts,WHjKnNbYiOs,2352,95963,144
Mike Velings: The case for fish farming,a7cDt5r2pGY,2363,121781,386
Dorothy Roberts: The problem with race-based medicine,KxLMjn4WPBY,3197,195082,860
Jocelyne Bloch: The brain may be able to repair itself -- with help,6d6oq0zGGmw,22011,1075864,1422
Celeste Headlee: 10 ways to have a better conversation,R1vskiVDwl4,387874,14990113,5499
Shonda Rhimes: My year of saying yes to everything,gmj-azFbpkA,45178,1698786,1632
Allan Adams: What the discovery of gravitational waves means,jMVAgCPYYHY,11009,757090,1086
Raffaello D'Andrea: Meet the dazzling flying machines of the future,RCXGpEmFbOw,133765,8637412,5490
Al Gore: The case for optimism on climate change,gVfgkFaswn4,7782,389982,1280
Dalia Mogahed: What it's like to be Muslim in America,wzkFoetp-_M,194165,5276899,15447
Audrey Choi: How to make a profit while making a difference,y7l5QHRY_AI,1426,108060,80
Mary Bassett: Why your doctor should care about social justice,E_NiCniw0JE,893,78578,562
Ivan Coyote: Why we need gender-neutral bathrooms,XAcARiiK5uY,5248,213072,2850
Thomas Peschak: Dive into an ocean photographer's world,9bbX13SfsBw,4548,150599,144
Magda Sayeg: How yarn bombing grew into a worldwide movement,NFDmsNCGcvc,1990,171793,164
Russ Altman: What really happens when you mix medications?,avuhY7D71sQ,4377,189619,256
Alexander Betts: Our refugee system is failing. Here's how we can fix it,kLIfeGflNp8,3327,148922,886
Travis Kalanick: Uber's plan to get more people into fewer cars,pb--rJGgVIo,3744,263302,431
"Reshma Saujani: Teach girls bravery, not perfection",fC9da6eqaqg,31467,1358766,1594
Caleb Harper: This computer will grow your food in the future,KJlrd3U1Kxk,72,5970,0
Laura Robinson: The secrets I find on the mysterious ocean floor,6MgDcFlTgVM,1514,128510,102
Mileha Soneji: Simple hacks for life with Parkinson's,Gg5M3J_FHXY,3764,168304,125
Tshering Tobgay: This country isn't just carbon neutral -- it's carbon negative,7Lc_dlVrg5M,136758,3659789,8840
Casey Gerald: The gospel of doubt,DsrxbqFo41k,3967,144298,324
Joe Gebbia: How Airbnb designs for trust,16cM-RFid9U,10224,543966,362
Tim Urban: Inside the mind of a master procrastinator,arj7oStGLkU,2005667,58789357,79078
Jessica Ladd: The reporting system that sexual assault survivors want,orumugzJpt0,2320,116248,1187
Arthur Brooks: A conservative's plea: Let's work together,87AEeLpodnE,2977,211232,740
Meron Gribetz: A glimpse of the future through an augmented reality headset,H9ZOpQzjukY,5350,376647,495
Adam Foss: A prosecutor's vision for a better justice system,Wg7cxCrfqTc,180,16907,20
Carol Fishman Cohen: How to get back to work after a career break,_wMTKRixZIE,3777,235200,217
Latif Nasser: You have no idea where camels really come from,c9V6OKlY80k,15317,800722,1699
Siyanda Mohutsiwa: How young Africans found a voice on Twitter,jggHw5PdQV0,2221,104043,163
Alex Kipman: A futuristic vision of the age of holograms,1cQbMP3I5Sk,23907,2081165,2448
Angélica Dass: The beauty of human skin in every color,NiMgOklgeos,10217,398828,556
Dan Gross: Why gun violence can't be our new normal,G8gJJuCdP_A,2339,107180,1227
Lisa Nip: How humans could evolve to survive in space,CtvIX4s1bTU,4549,192637,534
Knut Haanaes: Two reasons companies fail -- and how to avoid them,XVXmYD0UPRQ,3270,270983,115
Adam Grant: The surprising habits of original thinkers,fxbCHn6gE3U,268501,11135550,6089
Haley Van Dyck: How a start-up in the White House is changing business as usual,3OgsRa7VDtI,1090,143161,134
Parag Khanna: How megacities are changing the map of the world,U7y4GlmwPLQ,5158,274084,502
Danielle Feinberg: The magic ingredient that brings Pixar movies to life,Z1R1z9ipFnM,17852,778064,448
Tabetha Boyajian: The most mysterious star in the universe,gypAjPp6eps,77549,6417873,11345
Robert Palmer: The Panama Papers exposed a huge global problem. What's next?,10MvdLL2EpY,2662,137324,406
Linus Torvalds: The mind behind Linux,o8NPllzkFhE,146658,6010422,5362
Hugh Evans: What does it mean to be a citizen of the world?,ODLg_00f9BE,8868,535587,790
Stephen Petranek: Your kids might live on Mars. Here's how they'll survive,t9c7aheZxls,95548,5623047,17417
Paula Hammond: A new superweapon in the fight against cancer,1N39Z0ODeME,2571,149954,274
Astro Teller: The unexpected benefit of celebrating failure,2t13Rq4oc7A,5653,368296,204
Mary Norris: The nit-picking glory of The New Yorker's Comma Queen,rToBZSrxjgM,1406,80371,133
Christiana Figueres: The inside story of the Paris climate agreement,MIA_1xQc7x8,3948,287049,612
Chris Anderson: TED's secret to great public speaking,-FOCpMAww28,57839,3220067,834
Joshua Prager: Wisdom from great writers on every year of life,fhCY_8avhWM,2162,193482,98
Juan Enriquez: We can reprogram life. How to do it wisely,bEdvQjTGYP8,3524,146181,233
Aditi Gupta: A taboo-free way to talk about periods,OaGEM-Rms48,5537,355102,328
Kenneth Lacovara: Hunting for dinosaurs showed me our place in the universe,o1Z4F4e2Bw4,19013,839250,2070
Shivani Siroya: A smart loan for people with no credit history (yet),kSR8G8mfp84,2576,177078,237
R. Luke DuBois: Insightful human portraits made from data,9kBKQS7J7xI,3688,116529,122
Ameera Harouda: Why I put myself in danger to tell the stories of Gaza,xgYtUKFzHf8,2517,87788,775
Michael Metcalfe: A provocative way to finance the fight against climate change,UoMpbL_Fsig,987,63872,309
Riccardo Sabatini: How to read the genome and build a human being,s6rJLXq1Re0,8324,323752,357
Sarah Gray: How my son's short life made a lasting difference,mxNpNuogqsY,2149,88063,114
"Alice Rawsthorn: Pirates, nurses and other rebel designers",vC1uxXvPG0Q,1554,214607,70
Dan Pallotta: The dream we haven't dared to dream,hxsnKwmW0dk,3051,141438,215
Monica Byrne: A sci-fi vision of love from a 318-year-old hologram,8HfoKd873HY,1898,184657,347
Michael Bodekaer: This virtual lab will revolutionize science class,iF5-aDJOr6U,4041,205624,228
Jennifer Kahn: Gene editing can now change an entire species -- forever,OI_OhvOumT0,10476,507818,1627
Uri Hasson: This is your brain on communication,FDhlOovaGrI,3883,269306,163
Sanford Biggers: An artist's unflinching look at racial violence,MO0L_LY2hRA,1881,75771,334
Sangeeta Bhatia: This tiny particle could roam your body to find tumors,_bphPa7Wp4c,2399,110244,169
Kang Lee: Can you really tell if a kid is lying?,6diqpGKOvic,266783,11312251,18751
Laura Indolfi: Good news in the fight against pancreatic cancer,tRqJysI-yiw,2485,141879,322
Sebastian Junger: Our lonely society makes it hard to come home from war,o9DNWK6WfQw,17230,610545,1150
Juno Mac: The laws that sex workers really want,vc-n852sv3E,0,413772,0
Trevor Timm: How free is our freedom of the press?,A-OvJjAw2Jo,2839,123695,126
Lidia Yuknavitch: The beauty of being a misfit,9AgCr2tTvng,14662,524350,566
Mariano Sigman: Your words may predict your future mental health,uTL9tm7S1Io,12195,804783,505
Zaria Forman: Drawings that show the beauty and fragility of Earth,9VF7kffCgJU,5797,325492,218
Joseph Ravenell: How barbershops can keep men healthy,ppZ2WIlRvR8,1369,86718,174
Adam Driver: My journey from Marine to actor,nCwwVjPNloY,353502,12574667,9936
"Sue Desmond-Hellmann: A smarter, more precise way to think about public health",ddxHlkIuHqg,1519,184201,114
Samantha Nutt: The real harm of the global arms trade,6LmPq7D-ds0,1752,85146,273
Norman Lear: An entertainment icon on living a life of meaning,3dy4SGkSD8M,1182,90266,105
"Stephen Wilkes: The passing of time, caught in a single photo",afev0ZjAhUA,5254,203565,305
Cédric Villani: What's so sexy about math?,Kc0Kthyo0hU,16200,678489,1013
Amit Sood: Every piece of art you've ever wanted to see -- up close and searchable,CjB6DQGalU0,2272,101328,107
"ShaoLan: The Chinese zodiac, explained",Kxg0_EpOcWs,23921,1374644,2207
Sajay Samuel: How college loans exploit students for profit,YXWKuK-Qsu4,6552,231441,783
Negin Farsad: A highly scientific taxonomy of haters,XiDAztWWAuM,3304,163559,1281
Andrew Youn: 3 reasons why we can win the fight against poverty,wlR1ojoiue0,4054,169989,449
Jamila Raqib: The secret to effective nonviolent resistance,OIpgrZ8yS-Q,4878,170694,265
Andrew Pelling: This scientist makes ears out of apples,7LPJrzZaoZg,2801,183869,130
Chris Milk: The birth of virtual reality as an art form,cJg_tPB0Nu0,3089,121440,187
Tristan Harris: How better tech could protect us from distraction,D55ctBYF3AY,7669,300448,286
Gill Hicks: I survived a terrorist attack. Here's what I learned,VJoQj00RZHg,3525,147605,0
Keolu Fox: Why genetic research must be more diverse,C44r6knuJtU,1537,81059,144
Seema Bansal: How to fix a broken education system ... without any more money,7sqeoYOQ4qg,5981,270013,377
"Brian Little: Who are you, really? The puzzle of personality",qYvXk_bqlBk,312471,12971800,4580
Tom Hulme: What can we learn from shortcuts?,P9B8PmUR64U,3668,164744,105
Wanda Diaz Merced: How a blind astronomer found a way to hear the stars,-hY9QSdaReY,1991,83937,104
Blaise Agüera y Arcas: How computers are learning to be creative,uSUOdu_5MPc,9699,456226,456
Julia Galef: Why you think you're right -- even if you're wrong,w4RLfVxTGH4,56714,2199470,2751
"Prosanta Chakrabarty: Clues to prehistoric times, found in blind cavefish",Sd7lvPpDDUg,1792,80767,90
"John Legend: ""Redemption Song""",Znc6TJAAXFU,4190,317752,162
Marwa Al-Sabouni: How Syria's architecture laid the foundation for brutal war,8yqAD0MX3Zk,1795,129020,300
Alexander Betts: Why Brexit happened -- and what to do next,dcwuBo4PvE0,25817,1871456,8239
"Safwat Saleem: Why I keep speaking up, even when people mock my accent",B4a0NvLTebw,5285,226948,362
"Elise Roy: When we design for disability, we all benefit",g2m97gPI70I,2331,151195,128
Leila Hoteit: 3 lessons on success from an Arab businesswoman,b28brIs1OmM,5785,297106,325
Eric Haseltine: What will be the next big scientific breakthrough?,_AzMYSLeKME,28,2744,0
Emma Marris: Nature is everywhere -- we just need to learn to see it,hiIcwt88o94,3305,162336,167
Shubhendu Sharma: How to grow a forest in your backyard,mjUsobGWhs8,70414,2245697,2211
Adam Savage: My love letter to cosplay,cXbXNV9-ZAg,104701,1873407,2126
Lisa Dyson: A forgotten Space Age technology could change how we grow food,c8WMM_PUOj0,2337,104434,175
"eL Seed: A project of peace, painted across 50 buildings",g9M3HIjHuq0,2862,125704,95
Gerard Ryle: How the Panama Papers journalists broke the biggest leak in history,qNvDRuGK84I,2980,130800,212
Ed Boyden: A new way to study the brain's invisible secrets,CDdpQSLr7YE,2920,147905,138
Suzanne Simard: How trees talk to each other,Un2yBgIAxYs,54170,2303643,2193
Anthony Goldbloom: The jobs we'll lose to machines -- and the ones we won't,gWmRkYsLzB4,8666,616717,907
Martin Reeves: How to build a business that lasts 100 years,l1fodZNF1GI,4292,306952,117
Molly Winter: The taboo secret to better health,2Brajdazp1o,3986,322662,338
Ngozi Okonjo-Iweala: How Africa can keep rising,CPVjktgYKo4,2361,100939,342
Dave Brain: What a planet needs to sustain life,9RTkZaX1cH0,7665,409627,358
Monica Araya: A small country with big ideas to get rid of fossil fuels,JI-HzvXk5bk,3949,185599,398
James Green: 3 moons and a planet that could have alien life,P1sbSJK1LiI,4373,357213,499
Sarah Parcak: Hunting for Peru's lost civilizations -- with satellites,Dh5sPiuaO9Y,1389,119825,152
Anand Giridharadas: A letter to all who have lost in this era,k5tCYg9s0HU,2236,99414,258
Gonzalo Vilariño: How Argentina's blind soccer team became champions,50yxXTAHrfc,741,65475,86
Olivier Scalabre: The next manufacturing revolution is here,AyWtIwwEgS0,5771,503297,493
Timothy Ihrig: What we can do to die well,5qaktKVL_zM,1490,88365,106
Laura Boushnak: The deadly legacy of cluster bombs,IL2lb9fmIV8,1045,92427,151
Don Tapscott: How the blockchain is changing money and business,Pl8OlkkwRpc,82316,5035850,16856
Vanessa Ruiz: The spellbinding art of human anatomy,M_X0uwAG2Jc,2595,122647,73
Julia Bacha: How women wage conflict without violence,e-BZigXlphY,1222,72792,389
Christopher Bell: Bring on the female superheroes!,rAZPIxYvBAE,5468,134586,738
Kio Stark: Why you should talk to strangers,rFpDK2KhAgw,11371,661637,609
Jonathan Tepperman: The risky politics of progress,T_cetimMBL8,1284,64151,203
James Veitch: The agony of trying to unsubscribe,H9EwW8Tl2CE,2312,116637,48
Sal Khan: Let's teach for mastery -- not test scores,-MTRxRO5SRA,79184,2252751,3459
Courtney E. Martin: The new American Dream,jPf0LjZAS14,3384,256813,315
David Camarillo: Why helmets don't prevent concussions -- and what might,druJDI6hiiY,4365,295810,362
Franz Freudenthal: A new way to heal hearts without surgery,IYDqtxvKDW4,2369,110092,124
Neha Narula: The future of money,pPgd7Hj3ABQ,5876,406655,647
Julie Lythcott-Haims: How to raise successful kids -- without over-parenting,CyElHdaqkjo,94683,3955039,2169
Michael Shellenberger: How fear of nuclear power is hurting the environment,LZXUR4z2P9w,21877,553399,4131
Michael Murphy: Architecture that's built to heal,MvXZzKZ3JYQ,10105,303573,207
Abigail Marsh: Why some people are more altruistic than others,uq-6T6TAu74,7510,394603,695
Eric Liu: There's no such thing as not voting,NqOjj1FCcVY,1801,116853,451
David Burkus: Why you should know how much your coworkers get paid,TvcNw4F0Y4Y,2901,209493,375
Nadia Lopez: Why open a school? To close a prison,3bj-ba3P_cU,2825,105643,172
Sebastian Kraves: The era of personal DNA testing is here,DzNN_4rcIjs,1584,95504,126
Rebecca MacKinnon: We can fight terror without sacrificing our rights,8v_GrrQs8ow,1182,63270,161
J.D. Vance: America's forgotten working class,iEy-xTbcr2A,44764,1560559,6000
Camille A. Brown: A visual history of social dance in 25 moves,dpCBMwAweDI,12049,806094,761
Oded Shoseyov: How we're harnessing nature's hidden superpowers,lAzQWtkPzbI,3457,138930,157
Sam Harris: Can we build AI without losing control over it?,8nt3edWLgIg,82511,3816245,10548
Helen Fisher: Technology hasn't changed love. Here's why,WvvuLDX7iIk,3331,209483,209
Ellen Jorgensen: What you need to know about CRISPR,1BXYSGepx7Q,14354,885737,836
Sayu Bhojwani: Immigrant voices make democracy stronger,0d6iSvF1UmA,1151,87052,509
Adam de la Zerda: We can start winning the war against cancer,1S9RVl1d-l4,1449,62374,151
Isaac Lidsky: What reality are you creating for yourself?,cmpu58yv8-g,20213,665819,407
Rainn Wilson: Ideas worth dating,ktD119xbBtY,3158,132790,145
John McWhorter: 4 reasons to learn a new language,VQRjouwKDlU,43743,2107724,1943
Ione Wells: How we talk about sexual assault online,2ZviHInGBJQ,3050,119506,580
Pico Iyer: The beauty of what we'll never know,Nh-TVcNFtVI,3158,152405,117
Melissa Walker: Art can heal PTSD's invisible wounds,Qs9m8obl0AY,2165,123297,151
Jim Hemerling: 5 ways to lead in an era of constant change,urntcMUJR9M,4036,485568,115
Trevor Copp and Jeff Fox: Ballroom dance that breaks gender roles,_mq-HqRnngc,4399,147327,649
Rachel Botsman: We've stopped trusting institutions and started trusting strangers,GqGksNRYu8s,2970,205284,178
Todd Coleman: A temporary tattoo that brings hospital care to the home,Let7s6_PgEU,1924,176599,194
Zeynep Tufekci: Machine intelligence makes human morals more important,hSSmmlridUM,3540,182795,217
Manwar Ali: Inside the mind of a former radical jihadist,zwpiI18TBdE,22128,1055113,2817
Philippa Neave: The unexpected challenges of a country's first election,VfAiNX7jn9A,786,66421,71
Wanis Kabbaj: What a driverless world could look like,OlLFK8oSNEM,38516,2441911,3713
Ian Bremmer: How the US should use its superpower status,AoAbPIbGLUo,1259,90369,226
Alyssa Monks: How loss helped one artist find beauty in imperfection,6-eYu0fCtU8,3284,117693,134
Tasos Frantzolas: Everything you hear on film is a lie,6liIKYeUzaY,4889,235573,288
"Silk Road Ensemble + Rhiannon Giddens: ""St. James Infirmary Blues""",DvuINJTMG8g,2907,196278,166
Kelli Jean Drinkwater: Enough with the fear of fat,bzlYyhh3X0w,0,400249,0
Christopher Soghoian: Your smartphone is a civil rights issue,_ZW-8-NCKMw,2269,170445,599
Kandice Sumner: How America's public schools keep kids in poverty,7O7BMa9XGXE,14736,634980,1772
Mallory Soldner: Your company's data could help end world hunger,Sa27SUR0Mlo,732,53940,87
Tim Leberecht: 4 ways to build a human company in the age of machines,FPhZGD-6kVQ,1667,94660,93
"Amanda Palmer, Jherek Bischoff, Usman Riaz: ""Space Oddity""",_QuMXGF-vqA,129,8446,7
Halla Tómasdóttir: It's time for women to run for office,uYaF8p_TNSU,1185,55313,675
Suzanne Barakat: Islamophobia killed my brother. Let's end the hate,XiEQmcZi8cM,50237,1067019,9380
Jonathan Haidt: Can a divided America heal?,D-_Az5nZBBM,6564,368418,867
Fawn Qiu: Easy DIY projects for kid engineers,1k89OTpDvIU,3112,152553,193
"Hector Garcia: We train soldiers for war. Let's train them to come home, too",ZnC_UBmeRxw,2069,87907,193
Kimberlé Crenshaw: The urgency of intersectionality,akOe5-UsQ2o,36782,2062685,0
Bettina Warburg: How the blockchain will radically transform the economy,RplnSVTzvnU,34534,2398517,4270
Steven Johnson: The playful wonderland behind great inventions,hLltkC-G5dY,3198,144419,108
Victor Rios: Help for kids the education system ignores,hHOX3dlhhZ0,3449,187437,178
Roger Antonsen: Math is the hidden secret to understanding the world,ZQElzjCsl9o,53310,1888667,1714
Sandi Toksvig: A political party for women's equality,r92jUj7gNRw,3309,102195,978
Juan Enriquez: What will humans look like in 100 years?,w8lH8tNlAXc,24595,1165382,1525
Adam Galinsky: How to speak up for yourself,MEDgtjpycYg,18714,974264,351
Joe Lassiter: We need nuclear power to solve climate change,d-8n24ZwZcQ,3714,125778,1060
"Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter",tbicAmaXYtM,4880,467141,7572
Danny Dorling: Maps that show us who we are (not just where we are),iWaZEXBbQL0,4913,251250,278
Ryan Gravel: How an old loop of railroads is changing the face of a city,qaf-jNLjedo,1214,76462,111
Kate Adams: 4 larger-than-life lessons from soap operas,3wxBTEo8-T8,2616,143307,115
Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,lwcvhh4pLjE,5088,231376,778
Natalie Panek: Let's clean up the space junk orbiting Earth,501FEzbB1JI,2347,140888,453
Jia Jiang: What I learned from 100 days of rejection,-vZXgApsPCQ,272626,6420256,5322
Elizabeth Lesser: Say your truths and seek them in others,Fcm-mAwPkxg,4012,141667,146
Veerle Provoost: Do kids think of sperm donors as family?,jM9Q3xP2iBo,1314,85085,295
Kevin B. Jones: Why curiosity is the key to science and medicine,wYC-HKl4RPU,1567,73102,61
Kevin Kelly: How AI can bring on a second Industrial Revolution,IjbTiRbeNpM,6598,343292,490
Rebecca Brachman: Could a drug prevent depression and PTSD?,j-SqQDPGW2k,4263,222153,534
Dena Simmons: How students of color confront impostor syndrome,8sQ2p89P0Us,2516,129696,569
Laura Vanderkam: How to gain control of your free time,n3kNlFMXslo,213285,9330617,2576
David Autor: Will automation take away all our jobs?,th3nnEpITz0,7948,521200,1253
Chinaka Hodge: What will you tell your daughters about 2016?,VSUWNy_-pLI,2587,98562,757
Anjali Tripathi: Why Earth may someday look like Mars,qMppKiqMpAk,2633,112658,255
Sharon Brous: It's time to reclaim religion,o4Nno6POrwE,2408,115903,1567
James Beacham: How we explore unanswered questions in physics,BQj2Z_GPsY8,3111,108482,229
Adam Grant: Are you a giver or a taker?,YyXRYgjQXX0,96473,3919561,2616
Erika Gregory: The world doesn't need more nuclear weapons,dYNc3P4j-t4,2046,84756,421
Sam Kass: Want kids to learn well? Feed them well,hfDkDzZ9GsU,2629,159943,176
Sofia Jawed-Wessel: The lies we tell pregnant women,zU-5GcqzHNM,27161,852797,2289
